app_id,recommendationid,author_steamid,playtime_at_review_minutes,playtime_forever_minutes,playtime_last_two_weeks_minutes,last_played,review_text,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,steam_purchase,received_for_free,written_during_early_access
1245620,191091972,76561199086185713,3012,3289,2088,1743020683,"Oynamaya başlayınca hayatımı esir alan, geceleri uykuya dalmaya çalışırken ''şuraya da gitseydim, şu komboyu da yapsaydım'' diye düşündüğüm, açık dünyayı ve keşif duygusunu  hayvan gibi hissettiren, rüyalarıma kadar giren ve tekrar uyanır uyanmaz başına geçtiğim kusursuz şaheser.

Bazı sinir krizi geçirten, sapıkça tercih ve tasarımlar olsa da sonuçta bir Miyazaki eseri. 

İşiniz gücünüz yoksa mutlaka girin.

BEST GAME BESTT GAMEE BESTTT GAMEEEE",1742840713,1742878768,True,0,0,0.5,True,False,False
1245620,191063317,76561198246039158,4580,6117,6117,1742992548,iyi 10/10 aciklanacak hicbir sey yok,1742813978,1742813978,True,0,0,0.5,True,False,False
1245620,191053409,76561199479406197,370,461,461,1743015170,Akıl sağlınıza güveniyorsaniz alın 👍🏻ANA MENÜDE ÖLDÜM😎,1742798072,1742798072,True,0,1,0.5,True,False,False
1245620,191053008,76561199433462283,4381,4669,854,1742932867,Güzel oyun.,1742797344,1742797344,True,0,0,0.5,True,False,False
1245620,191045897,76561199258559073,53,59,59,1742850327,PANELİ YENİ YENİ KEŞFEDEN TÜRKİYEDEKİ YAZILIMCILAR BİLE OPTİMİZASYONU DAHA İYİ YAPARDI  AYRICA TÜRKÇE DE YOK,1742786221,1742786221,False,0,1,0.5,True,False,False
1245620,191045295,76561198415764832,8105,8105,2431,1742785181,idare eder.,1742785391,1742785391,True,0,0,0.5,True,False,False
1245620,191029469,76561198874927050,1303,1515,1515,1742849678,Ya şimdi monitörü kıracak biriyseniz tavsiye etmem ama alışınca aşırı zevk verdiğini söyleyebilirim.,1742767174,1742767174,True,0,0,0.5,True,False,False
1245620,191027286,76561199251177460,651,812,812,1743024730,HERŞEY DÜŞMAN,1742765219,1742765219,True,0,0,0.5,True,False,False
1245620,191027126,76561198331319912,8662,9580,2865,1742985415,eğeğeğeğeeğeğeğe bağımlı oldum eğeğeğeğeğeğe dlc radahn ananı avradını sikeyim.,1742765093,1742765093,True,0,0,0.5,True,False,False
1245620,191015588,76561199396162468,908,992,992,1743017948,CRUCİBLE KNİGHTLARI YAPAN ADAMIN ŞEHİR MEYDANINDA YAKILIP İBRETLİK OLSUN DİYE KÜLLERİNİ S*KMELERİ LAZIM,1742756170,1742756170,True,1,0,0.506507575511932373,True,False,False
1245620,191008732,76561198257455465,2373,2378,448,1742751751,goat,1742750999,1742750999,True,0,0,0.5,True,False,False
1245620,190981634,76561198256164548,357,357,357,1742633069,Best Game Ever ı play,1742732054,1742732054,True,0,0,0.5,True,False,False
1245620,190977624,76561199041892293,1697,2279,2279,1743021376,oynadığım en iyi 2. oyun,1742728486,1742728486,True,0,0,0.5,True,False,False
1245620,190977345,76561198828447671,498,1633,1633,1743025350,nice,1742728238,1742728238,True,0,0,0.5,True,False,False
1245620,190972237,76561198827789791,3413,3875,3806,1742958512,İLK 20 SAAT DÜNYA KEŞİFİ :D,1742724400,1742724400,True,0,0,0.5,True,False,False
1245620,190945916,76561199095391960,619,676,676,1742802318,yav iyi güzel oyun yapmıslar etmıslerde bi kaleye giriyom arkamdan delinin teki bi anda zıplıyo tutuyo saldırıuo souls oyundan cok korku oyunu yapmışlar onun dışında bu atlıların anasını sıkeyiö,1742695150,1742695150,True,0,1,0.5,True,False,False
1245620,190937691,76561198975580717,204,690,485,1742950269,bir şey anlamıyorum oynarken ama neden oyanrken bu kadar zevk aldığımı anlamış değilim hala,1742686367,1742686367,True,0,0,0.5,True,False,False
1245620,190934648,76561198299760778,1403,2062,2062,1743024474,"Bu oyundaki, oynanis mekaniklerine alistiktan sonra diger oyunlardan zevk alinmasi gercekten zor olacaktir",1742683446,1742683446,True,0,0,0.5,True,False,False
1245620,190933954,76561198809273583,1964,1987,278,1742684169,perfect.,1742682811,1742682811,True,0,0,0.5,True,False,False
1245620,190929408,76561198985493346,2347,2347,0,1737841576,"Oyunun şuanda piyasada benzeri yok. oyun sizi temelde 3 dövüş  stiliyle oynattırıyor bunlar: hızlı, ağır ve büyüye dayanıyor. (hızlı silahlar genelde katanalar oluyor) ben oyunu full samuray olarak oynadım ve çok eğlendim. Oyunun size herhangi bir sınıf dayatması yok ve aldığınız sınıftan pişman olduysanız oyunun biraz ileri safhasında değiştirebiliyorsunuz. Oyun boss yerlerini işaretlemeden öte elinizden tutmuyor ve ben buna bayıldım. İlk kez bir oyunda gerçekten her yere gitmek istedim. 
 Kim ne derse desin bence oyuna Türkçe yama yapın çünkü karakterler. yan hikayeler. itemler vb. şeyleri anlamamı çok kolaylaştırdı ve oyun dünyasına girmem daha kolaylaştı(isteyene yama linki atarım).(oyunu 60 saat civarı oynamışımdır)",1742678919,1742678919,True,0,0,0.5,True,False,False
1245620,190927436,76561198371619316,588,588,0,1737718170,Sadece atmosferi için bile oynanır.,1742677279,1742677279,True,0,0,0.5,True,False,False
1245620,190918947,76561198867909669,2229,3312,3312,1742934389,mohgun trio yeteneğini bulan geliştiricinin cenette yeri yok,1742670554,1742670554,True,0,0,0.5,True,False,False
1245620,190915711,76561198967193119,4095,4419,4419,1743024416,Güzel,1742668006,1742668006,True,0,0,0.5,True,False,False
1245620,190915590,76561199223060431,6872,6872,2091,1742667912,Dünyanın en iyi oyunu deriz mesela,1742667921,1742667921,True,0,0,0.5,True,False,False
1245620,190915124,76561198396760431,1560,2517,2517,1743006359,wake the fuck up tarnished we have a Erdtree to burn,1742667585,1742755386,True,1,0,0.52173912525177002,True,False,False
1245620,190914658,76561198972225962,1645,1883,1883,1742924330,BEST GAME EVER,1742667244,1742667244,True,0,0,0.5,True,False,False
1245620,190891238,76561199002913938,1074,1168,1168,1742685981,anlıyorum hocam,1742650462,1742650462,True,0,0,0.5,True,False,False
1245620,190887460,76561199132308725,10,10,0,1689220858,Şaheser.,1742647423,1742647423,True,0,0,0.5,True,False,False
1245620,190887230,76561199727346497,1177,2227,2227,1743024770,Elden Efso,1742647258,1742647258,True,0,0,0.5,True,False,False
1245620,190887155,76561199433794431,39,39,39,1742490196,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1742647192,1742647192,False,0,0,0.5,True,False,False
1245620,190885325,76561199019732960,128,416,416,1742972821,"karakterim yeni bitti
",1742645608,1742645608,True,0,0,0.5,True,False,False
1245620,190883656,76561199207656086,740,1116,1116,1743025119,"yaraq
",1742644109,1742644109,True,0,0,0.5,True,False,False
1245620,190880442,76561198263276043,1397,2635,2468,1742942387,Masterpiece,1742641099,1742641099,True,0,0,0.5,True,False,False
1245620,190878361,76561199294862530,962,1378,1378,1742744789,no comment,1742638987,1742638987,True,0,0,0.5,True,False,False
1245620,190873757,76561198980020490,1152,1613,1613,1742996569,kolay oyun,1742634239,1742634239,True,0,0,0.5,True,False,False
1245620,190873482,76561199006457582,5084,5500,1390,1743010946,Radagon bey ne yapıyorsunuz ?,1742633957,1742633957,True,0,0,0.5,True,False,False
1245620,190849404,76561199573646362,4032,4862,3070,1742945151,Güzel.,1742605922,1742605922,True,0,0,0.5,True,False,False
1245620,190848094,76561199053087243,553,585,585,1742931829,Türkçe dili niye yok amına koyduklarım,1742604451,1742604451,True,1,0,0.523809552192687988,True,False,False
1245620,190841874,76561199560070311,228,228,228,1742403246,dunyanınn en baba oyunu dusunmeyın alın,1742597915,1742597915,True,0,0,0.5,True,False,False
1245620,190837502,76561199437881070,1347,2588,2588,1743025164,150 saat de crack oynadım oyunu kesinlikle alın aldırın oynadıkça sarıyor,1742593874,1742593874,True,0,0,0.5,True,False,False
1245620,190833827,76561199087332522,564,998,998,1742847810,9 saat içinde sardı,1742590673,1742590673,True,0,0,0.5,True,False,False
1245620,190832096,76561199157476325,1846,2064,2064,1742676244,Arkadaşlar oyun en kolay souls oyunu fakat adam (radahnn) yani boşa  ilk önce yükselip sonradan ise manevralar ve adeta F16 pilotu gibi meteora dönüşüp kafama uçuyor onun dışında açık dünyası mükemmel,1742589153,1742589153,True,0,0,0.5,True,False,False
1245620,190821194,76561198854866573,4030,4030,0,1739109772,Muazzamm,1742580390,1742580390,True,1,0,0.523809552192687988,True,False,False
1245620,190804177,76561198838703628,17804,18390,1344,1742748891,hayatımda oynadığım en iyi oyun,1742566881,1742566881,True,0,0,0.5,True,False,False
1245620,190800797,76561199125207705,1171,3589,3589,1743025086,Don't listen to Margit. Don't put your ambition to rest.,1742563990,1742563990,True,0,0,0.5,True,False,False
1245620,190784864,76561198336297092,1909,1970,60,1742839472,Ana ekrandayken öldüm,1742546103,1742546103,True,0,0,0.5,True,False,False
1245620,190760576,76561199058674972,6373,7574,2178,1742883790,offf,1742514688,1742514688,True,0,0,0.5,True,False,False
1245620,190755528,76561198426914546,6906,8382,1683,1743024787,"tek sorunu bağımlılık yapıyor, teşekkürler",1742509611,1742509611,True,0,0,0.5,True,False,False
1245620,190740109,76561199092404356,63,679,679,1742931496,"bu oyuna başladığım anın incelemesini atıyorum sinir ve stres seviyem çok iyi ve sakinim bu oyunu bitirince tekrar bi inceleme atıcam
",1742504304,1742504304,True,0,0,0.476190477609634399,True,False,False
1245620,190739275,76561199364320486,99,258,258,1742641480,ölüyom,1742503579,1742503579,True,0,0,0.5,True,False,False
1245620,190727482,76561198158534809,5207,5207,163,1742493426,"öncelikle oyundaki bosların değerlerine ettiğim küfürleri geri alıyorum
sonrasında ise malikethin sülalesine 1000 mislini dağıtıyorum ak bossunun 2. fazını 195 saat oynadım hala çözemedim radagon ve elden beast yanında el pençe divan durur düşündükçe daha da sinirleniyorum mk bossunu tam yendim diyorum ordan zıplıyo fuçu fuçu bişi yapıyo tek yiyom anasına sövüyom 
yani iyi oyun kesin oynayın",1742493855,1742493855,True,4,0,0.558011054992675781,True,False,False
1245620,190720667,76561198927714733,1959,3232,3232,1743024198,YAPTIM BE YAPAMAZ DEDİNİZ HATTA BİRİ BANA OÇ  DEDİ AMA YAPTIM,1742488374,1742855259,True,0,0,0.5,True,False,False
1245620,190719285,76561198260273144,1399,3628,3628,1743024488,+++,1742487261,1742487261,True,0,0,0.5,True,False,False
1245620,190714790,76561198977493037,335,1860,1860,1742965125,güzel müzel,1742483620,1742483620,True,1,0,0.5,True,False,False
1245620,190705461,76561198445650857,2484,4112,3963,1743003300,"immersive, addictive
",1742475781,1742475781,True,0,0,0.5,True,False,False
1245620,190704836,76561199522269966,1245,2183,2183,1742862814,ŞOKOLADE,1742475179,1742475179,True,0,0,0.5,True,False,False
1245620,190703239,76561199813744148,10725,10725,2652,1742387785,Dünyanın en iyi souls-like oyunu,1742473566,1742473566,True,0,0,0.5,True,False,False
1245620,190702881,76561199476765503,6659,7480,1164,1742927183,BU  OYUN ÇOK İYİ!!!,1742473201,1742473201,True,0,0,0.5,True,False,False
1245620,190696395,76561198919845710,854,2118,2118,1743024817,sınav senenizde oynamayın,1742467236,1742467236,True,0,0,0.5,True,False,False
1245620,190681034,76561199197067556,685,1575,1575,1743025322,oyunda ilk başta zorlandım ama içine çekiyor.keşif hissi denen şey buymuş.boss kesmek ayrı bir keyif ikinci soulslike oyunum. lies of pyi oynadım ilk.elden ring daha zor bir oyun kesinlikle.denemeye korkan varsa lies of pden başlamasını öneririm.ona alışmam daha zor oldu ama kolay bi oyun bence.çok iyi bir oyun değil ama bitirmek zorunda değilsiniz.maksat alışmak.elden ringten mahrum kalmayın.(knight mıdır nedir bi de onların annesini köpekler kovalasın),1742445052,1742445052,True,0,0,0.5,True,False,False
1245620,190676047,76561199069134646,1458,6821,6821,1743024412,almayın. hayatınız bitiyor. kalkamıyorsunuz.,1742438461,1742438461,True,0,0,0.5,True,False,False
1245620,190672836,76561198379840680,1243,2575,2575,1742961501,"Ben 18 yaşında bir erkek evladıyım ve bu oyun benim 20 li yaşlarımda güzel saçlarımın beyazlamasına, güzel beynimin nöronlarının teker teker erimesine ve *ldürmesine, güzel yanaklarımın yavaş yavaş buruşmasına, güzel ellerimin kırışmasına vesile olacak o güzel oyun... Ama hayır bu oyun ne olursa olsun bitirilecek, neye mal olursa olsun bitirelecek. Şu ana kadar 20,7 saat harcadım, Gerekirse 150 saat gerekirse 250 hatta ve hatta belkide 1000 saat... Umurumda değil. Bu oyunun dünyasında tek bir mob bırakmayana Lands Between'i yok edicem. O güzel Xbox kolumun fırlatmamın sebebi olan o mobları, Koluma verdiğim, Klavyeme verdiğim, Mouse'ma verdiğim ve Kulaklığıma verdiğim o kalıcı zararların hepsini ödeticem. Kaçarınız yok olum, ben sizden değil siz benden korkacaksınız. O kalkanları münasip bir tarafınıza s*kmaktan zevk alıcam... O mızrakları münasip bir tarafınıza yedirtmekten zevk alıcam... Koruduğunuz o Chestleri o Lootları gözünüzün önünde yağmalayıp, ""Bak! ben ne aldım :)"" diyip en kötü silahlarla sizi d*v*cem... Merak etmeyin, Ben daha pes etmedim, pes etmeyeceğim. O gracelerde dinlenip tekrar gelicem ve tekrar gelicem artık bunun sona ermesini isteyeceksiniz, Ama ben asla durmayacağım. Deliler gibi loot karşılığında Runes karşılığında durmamı isteyebilirsiniz fakat bunun asla olmayacağını, olamayacağını bilmek sizi mahvedecek, Sizi dehşete düşürecek. Gece siz iğrenç sefil yaratıklar o lanet uykunuzu iple çekerken ben sizin rüyalarınıza gireceğim... Üstünüze koşan herhangi bir oyuncuya karşı ""Aha... Yeni bir farm"" diyebilirsiniz ama o sefil suratlarınızı yukarı kaldırıp o nicki gördüğünüzde öyle bir kaçacaksınız ki ben sizinle dans edeceğim... Bitti. Buraya kadar... Ses tellerimi hissetmiyorum, Hissedemiyorum.",1742434514,1742435584,True,8,2,0.619246840476989746,True,False,False
1245620,190671668,76561199116673607,1465,2938,2268,1743024249,10/10,1742433152,1742433152,True,0,0,0.5,True,False,False
1245620,190670176,76561199201340923,2298,3232,3232,1742646986,Oyun çok iyi ilk souls deneyimime rağmen çok sevdim ilk başlarda zorlanıyorsun fakat sonralarda mekanikleri anladığın zaman çözüyorsun oyunun tek zorluğu yönlendirmemesi hangi boss dan başlıyacağımızı falan söylemesi lazım bence ama boss'un nerede olduğunu bile söylemiyor yani zorluk sadece savaş içinde değil oyunu oynamak bile zorluk içeriyo ilk defa oynuyacak olanlar oyuna girerken birde rehber video açıp ona göre oynamalı ki ilerleyebilsin ama tüm zorluklara rağmen değer bence indirim bekleyip alın mükemmel oyun,1742431433,1742431433,True,0,0,0.5,True,False,False
1245620,190668507,76561198151027220,56,58,58,1742430276,Npcler tarafından farmlanıyorum,1742429552,1742429552,True,1,0,0.523809552192687988,True,False,False
1245620,190661626,76561198198447993,12144,12592,448,1742635818,süper,1742421989,1742421989,True,1,0,0.510638296604156494,True,False,False
1245620,190661208,76561199204279477,517,1099,1099,1743014696,psikolok masraflarını karşılayabilecekseniz oynayın benim eve haciz geldi,1742421582,1742421582,True,0,0,0.5,True,False,False
1245620,190659538,76561198330156097,270,286,240,1742478745,ölme simülatör,1742420026,1742420026,True,0,0,0.5,True,False,False
1245620,190656688,76561198847950727,6608,6608,0,1734080664,Oynayın oynattırın DLC'yi yapanın ben TAA...,1742417260,1742417260,True,1,0,0.523809552192687988,True,False,False
1245620,190653578,76561199387391945,8686,9060,1143,1742725266,On numara mal,1742414556,1742414556,True,1,1,0.523809552192687988,True,False,False
1245620,190647213,76561199019421926,4825,4825,0,1739615943,easy,1742409211,1742409211,True,0,0,0.5,True,False,False
1245620,190645781,76561199100196209,1782,4301,4301,1743016945,"GENERAL RADAHN THE FAMED RED LION AND SCOURGE OF THE STARS IS A FEROCIOUS WARRIOR.  HE FOUGHT MALENIA AND HER ROTS TO A STAND STILL IN THE CAELID WILDS TO LIMGRAVE'S EAST. AND NOW CAELID HAS BEEN ENGULFED BY THE SCARLET ROT EVEN APPROACHING THE REGION IS NO MEAN FEAT. I'VE HEARD SURVIVORS OF RADAHN'S ARMY ARE STILL IN THE WILDS STAVING OF THE ROT WITH FIRE. AND IF IT'S TRUE I SUSPECT RADAHN IS STILL THERE AS WELL IN CAELID.  THE STARS OF ALIGNED THE FESTIVAL IS NIGH. GENERAL RADAHN MIGHTIEST DEMIGOD OF THE SHATTERING AWAITS YOU. CHAMPIONS PREPARE FOR BATTLE. DEFEAT THE GENERAL, CLAIM GLORY AND GRAB THAT GREAT RUNE. A CELEBRATION OF WAR THE RADAHN FESTIVAL!",1742407984,1742408067,True,0,0,0.5,True,False,False
1245620,190642014,76561198927744821,7301,7301,768,1742404466,"Oynayın, oynatırın. Kesinlikle harcadığım süre boyunca çok sinirlenmiş ve kimi zaman yormuş olsada geçirdiğim zamandan zevk aldım. Kesinlikle tavsiye ederim",1742404598,1742404598,True,0,0,0.5,True,False,False
1245620,190633044,76561198973826932,3881,4034,694,1743005368,adamın dibi böyle oyunlar 100 yılda bir gelir Mustafa Kemal Atatürk gibi.,1742397145,1742397145,True,0,0,0.5,True,False,False
1245620,190632129,76561199092627775,2436,5107,5107,1742992133,imamoğlunu salın aq,1742396383,1742396383,True,3,0,0.565217375755310059,True,False,False
1245620,190581574,76561198930107521,2285,3744,2632,1742937365,Şevket bana basit işler verme iş zor olsunki kendimi gösterebileyim :)),1742335021,1742335021,True,7,1,0.568431377410888672,True,False,False
1245620,190577973,76561199081832885,11696,12738,1247,1743024714,"Harika bir atmosferi ve harika bir sanatı var. Ranni, Melina ve Malenia var. Yetmez diyen doyumsuzlar için bu saydıklarımın üstüne bir de Sellen ve Rennala'nın ayakları da var.",1742331701,1742331701,True,4,0,0.565217375755310059,True,False,False
1245620,190575232,76561198346071317,89,2360,2360,1743014553,bi lale uçurumdan aşşağıya atla yazmış diye güvenip atladım.. senin ben kafanı,1742329331,1742329331,True,1,0,0.523809552192687988,True,False,False
1245620,190574037,76561199275114392,61,2940,2940,1742963556,"yapacağınız oyunun annesini alttan üstten sikeyim. 2 dakika küfür etmeden oynayamıyorum. anlamadım, sorun ben miyim diye felsefik düşüncelere dalmaya başladım. orospu cocukları

",1742328366,1742328366,False,0,1,0.5,True,False,False
1245620,190568947,76561199512402471,380,380,380,1742501543,i died 23 times in 15 min,1742324274,1742324274,True,0,1,0.5,True,False,False
1245620,190568751,76561199811288371,614,1629,1629,1742931395,harika oyundur indirmdeyken alınır,1742324114,1742324114,True,0,0,0.5,True,False,False
